CO2,Speed
574,19.1
583,26.42
724,29.68
574,19.35
583,26.33
574,19.76
583,26.26
723,29.14
583,26.69
722,29.14
724,29.48
583,26.42
724,29.31
575,12.97
721,29.12
575,12.05
721,28.79
575,14.24
722,29.22
575,14.15
721,29.12
575,14.91
585,11
575,15.44
585,11.21
563,24.62
575,14.32
585,11.19
575,14.71
585,10.85
575,13.15
585,12.06
563,23.79
575,13.81
585,11.72
563,23.66
735,5.1
585,11.34
563,24.23
635,23.72
575,12.54
585,11.15
563,23.97
735,5.71
574,21.48
563,23.2
635,24.02
574,21.7
563,23.31
635,23.76
735,6.39
574,21.44
563,23.41
634,24
574,21.48
563,23.45
634,24.17
735,5.69
585,10.69
634,23.66
585,10.97
634,23.95
563,23.21
634,23.55
574,21.4
634,23.59
735,7.56
583,25.96
583,25.97
634,23.31
574,21.63
583,26.18
721,28.56
574,21.9
583,26.18
721,28.56
574,21.9
583,26.13
721,28.69
583,26.4
721,29.46
664,0.51
583,26.35
721,29.76
583,26.36
721,28.9
721,29
575,16.13
721,30.05
575,15.63
721,29.92
663,5.3
575,15.83
721,30.02
576,9.48
575,16.16
576,10.53
575,16.46
576,8.87
575,16.78
575,15.95
575,16.06
575,16.06
576,12.07
576,12.62
576,11.87
576,11.96
576,11.11
576,11.76
575,13.89
575,14.01
575,13.56
575,13.78
575,13.2
575,14.68
575,14.47
575,14.56
575,14.14
575,14.44
585,13.3
585,13.01
585,13.15
585,13.93
734,12.09
585,14.02
734,11.42
585,14.32
734,10.42
585,13.25
734,13.67
585,13.42
734,13.36
585,13.38
734,13
585,13.73
734,12.44
734,14.85
683,17.36
734,14.8
683,16.89
734,14.35
683,16.27
683,14.71
683,14.99
683,15.08
683,15.38
683,15.41
683,14.93
683,14.62
575,16.25
585,14.89
576,0.9
575,16.3
585,15.36
575,16.28
585,15.62
575,16.27
585,16.12
575,16.11
575,16.08
575,16.2
575,16.05
585,17.63
733,15
585,17.62
733,14.6
733,14.44
574,22.3
734,14.62
585,16.64
733,15.99
585,17.08
733,13.29
585,17.51
733,13.79
585,17.6
733,14.31
574,21.48
574,21.69
574,22.02
733,13.29
676,15.66
574,22.28
733,12.91
676,16.06
574,22.04
574,21.89
574,21.74
574,21.71
676,17.49
676,17.35
676,17.28
576,8.65
676,17.29
574,22.5
676,16.26
576,6.98
676,16.6
676,16.6
576,5.19
676,17.01
581,0.11
582,6.26
583,7.23
583,7.04
583,10.49
583,8.22
583,11.45
562,25.33
562,25.02
562,25.86
562,25.57
562,23.99
634,20.86
562,23.6
634,20.65
562,24.89
634,21.68
562,24.36
634,21.26
634,22.43
634,22.19
562,23.49
634,23.46
562,23.42
634,23.1
634,24.06
634,23.83
582,29.72
582,29.74
582,29.57
582,29.5
582,30.25
721,30.36
582,29.99
722,30.3
582,29.89
721,30.45
582,29.82
721,30.58
722,29.73
722,29.73
722,30.2
582,30.13
722,30.17
722,29.65
722,29.38
562,24.06
562,24.38
563,24.01
562,25.12
634,19.12
562,25.49
562,24.51
634,18.57
562,24.86
634,18.75
562,25.76
634,18.32
634,18.49
562,25.5
634,18.84
562,25.81
634,18.56
634,19.59
634,19.16
634,20.18
582,27.59
582,27.46
722,29.3
582,27.3
582,28.27
722,29.18
582,27.95
722,29.36
582,27.61
722,29.23
582,27.55
722,29.22
724,30.29
724,30.68
582,29.12
722,29.72
582,28.65
723,29.67
726,30.67
562,25.56
562,25.71
562,25.27
634,25.33
562,25.36
634,25.49
562,27.09
633,25.41
562,27.56
634,25.3
562,26.16
632,25.6
562,26.59
633,25.45
632,25.8
632,25.68
632,25.73
632,25.75
562,25.43
562,25.23
562,24.63
562,25.06
562,23.92
634,24.6
562,24.14
562,25.41
634,25.39
562,25.45
634,25.05
562,25.11
634,26
562,25.43
634,25.73
634,25.8
634,26
562,25.45
634,25.66
634,25.76
634,25.63
562,23.46
